,beer_info,search_name,beer_name
0,"Samuel214(3,860)
🇸🇪Örebro, Sweden
4.8March 7, 2021
Flaska från TG, 2020. Svart med bruna/rubinröda toner i kanten, brun liten skumkrona med fina bubblor i kanterna. Doftar av kaffe, lönnsirap, choklad, vanilj, choklad- och…
Show more
Aroma
9
Appearance
5
Flavor
10
Mouthfeel
5
Overall
19",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
1,"JaBier(11,481)
🇺🇸Capital City, United States
4.8January 5, 2021
2020 bottle shared by a friend. Darkest brown pour with a medium light brown head. Aroma of malt, maple, chocolate, bourbon, vanilla and some coffee. Malt and vanilla flavor…
Show more
BOTTLE
Aroma
10
Appearance
5
Flavor
9
Mouthfeel
5
Overall
19",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
2,"creppyiceman(3,498)
🇵🇱Cracow, Poland
4.6August 10, 2020
( bottle 2018 vinatge)
Aroma: huge dark chocolate, cacao, vanilla, whiskey.
Taste: sweet, flavour of chocolate ice-cream, vanilla,…
Show more
Aroma
9
Appearance
5
Flavor
9
Mouthfeel
5
Overall
18
2",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
3,"vcsa(289)
4.8March 7, 2020
Vintage 2019, tasted March 2020.

Appearance: Pours opaque dark brown to black with lasting…
Show more
BOTTLE
Aroma
10
Appearance
4
Flavor
10
Mouthfeel
5
Overall
19
1",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
4,"CaskLove54(10)
3.2December 23, 2019
Sporo było wypitego piwa swojego czasu. historyczna opinia i ocena z pamięci.
BOTTLE
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
14",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
5,"guyinchicagojr(11)
🇺🇸United States
5.0December 13, 2019
Got this bottle from a great guy and there is no way to be disappointed with this beer. Soon as the bottle is popped the aroma of maple pours out. Pours black with tan head. Taste…
Show more
Aroma
10
Appearance
5
Flavor
10
Mouthfeel
5
Overall
20",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
6,"jc1762(2,315)
🇯🇵Japan
4.2August 4, 2019
2018 bottle into a taster showing pitch black with no head.

The nose shows intense notes of sweet biscuit, chocolate,…
Show more
BOTTLE
Aroma
9
Appearance
4
Flavor
8
Mouthfeel
5
Overall
16
1",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
7,"LovibondRates30(12)
3.6July 18, 2019
Dark amber color, big brown sugar, cranberries, oak, cherries, burnt raisins and brown sugar. Very sweet mouth, but fairly thin. Ok complexity just not mind blowing
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
14",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
8,"nimbleprop(11,986)
🇺🇸Southeast, Washington, United States
4.5July 5, 2019
Many, many thanks to @IPhonePhan for this share.  Not every day you taste a top 50, let alone a #1.  Bottle #866.  12oz bottle is very heavily waxed... but then it pops and…
Show more
Aroma
10
Appearance
4
Flavor
9
Mouthfeel
4
Overall
18
1",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
9,"beerspammer(141)
5.0July 4, 2019
2016 vintage pours thick with a tan head. Aroma of fresh roasted coffee. Viscous mouthfeel with notes of dark chocolate, maple, coffee and light whiskey to finish.…
Show more
BOTTLE
Aroma
10
Appearance
5
Flavor
10
Mouthfeel
5
Overall
20",Toppling Goliath Kentucky Brunch,Toppling Goliath Kentucky Brunch
