,beer_info,search_name,beer_name
0,"tdubs92(108)
🇨🇦Calgary, Canada
3.9July 16, 2020
Golden straw color with a bubbly white head. Citrusy aroma, slight tropical. Strong lime, grapefruit and herbal flavors. Hint of pineapple and mango. Moderately bitter.
CAN
Aroma
6
Appearance
4
Flavor
8
Mouthfeel
4
Overall
17",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
1,"BreWedge(779)
🇨🇦Winnipeg, Canada
3.9December 24, 2019
650 ml bottle. Pours a very mildly hazy golden yellow with a thick, patchy but moderately sized head. Nice pine and fruit aromas. Really well balanced malt and piny hop flavours…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
8
Mouthfeel
3
Overall
17",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
2,"bytemesis(12,339)
🇺🇸Sunnyvale, United States
3.7November 28, 2019
Tap. Pours crystal clear golden yellow, small white head, great lacing. Aroma is grapefruit and pine. Flavor is light sweet, light plus bitter. Medium body, lingering bitterness.
Aroma
7
Appearance
5
Flavor
7
Mouthfeel
4
Overall
14",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
3,"DocJitsu(2,546)
🇺🇸Pensacola, United States
3.3October 12, 2019
Pours a mildly cloudy dull golden. Very little head. Malty nose, malty flavor. Not impressive.
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
3
Overall
14",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
4,"ogivlado(11,689)
🇭🇷Zagreb, Croatia
3.4October 12, 2019
Bottled 650ml. -Yellow/pale golden coloured, medium sized white head, citrusy herbal nose. Moderate malty, citrusy, light grapefruit and some notes of herbs with strong bitter finish.…
Show more
BOTTLE
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
3
Overall
14",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
5,"CiderMuse30(1)
2.3June 29, 2019
I did not like the Fat Tug IPA personally. On the nose it smells really hoppy, and I would say it tastes almost exactly how it smells at first.. The description on the can says it's…
Show more
CAN
Aroma
6
Appearance
3
Flavor
3
Mouthfeel
3
Overall
8",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
6,"HogTownHarry(8,835)
🇨🇦Toronto (Harbourfront), Canada
4.1June 28, 2019
June 24, 2017 - at BeerBistro, on draught.  Slightly hazy amber-gold with a huge and lasting thick creamy off-white head.  Pineapple/mango aroma with lemon ziest and light…
Show more
TAP
Aroma
8
Appearance
5
Flavor
8
Mouthfeel
4
Overall
16",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
7,"zanden(8)
4.2June 26, 2019
This is one of my favourite IPA’s. Excellent hoppy flavour with a golden colour. This beer is really nice fresh and it’s pretty strong.
CAN
Aroma
9
Appearance
4
Flavor
9
Mouthfeel
4
Overall
16",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
8,"Navers(461)
🇬🇧Glasgow, Scotland
4.0February 12, 2019
Pours golden with foamy and dense head, reducing to small bubbly cover of the beer surface. Aroma is honey, floral, molasses, yellow ripe fruits, tropical. Flavor is piney, herbal,…
Show more
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
16",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
9,"joet(2,898)
🇺🇸United States
3.9December 23, 2018
Medium golden with a rich Rocky white head mixed bubble sizes, cascading effervescence, pine, cedar, some dankness, bits of green onion, light Bitterness, lightly creamy feel. This…
Show more
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
17",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
10,"azzurro(1,744)
🇨🇦Ottawa, Canada
4.1November 9, 2018
Definitely a reference as an IPA, nice aroma, robust taste, sweet hoppy taste, a sure thing for me.
Aroma
8
Appearance
4
Flavor
9
Mouthfeel
4
Overall
16",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
11,"adamnowek(6,074)
🇳🇱Amsterdam, Netherlands
2.5October 11, 2018
Nearly clear. Light copper colour. Almost no head. Aroma is fairly tropical. Taste is super sweet with notes of seltzer and concentrated juice. Super high carbonation level.
Aroma
7
Appearance
2
Flavor
5
Mouthfeel
2
Overall
9",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
12,"anders37(30,967)
🇸🇪Malmö, Sweden
3.6September 26, 2018
Draft @ Walrus Pub & Beer Hall, Toronto. Pours a hazy golden orange color with a small white head. Has a fruity malty piney hoppy grapefruit aroma. Fruity malty piney…
Show more
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
3
Overall
16",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
13,"huineman(1,111)
🇪🇸Madrid, Spain
2.4September 14, 2018
650 ml bottle served in a white wine glass. It pours hazy lemonish yellow, off.white sticky head. Aroma is intense pine, dry lemon, bread, funky gym t-shirt. Yeah, the last one wasn'…
Show more
Aroma
5
Appearance
3
Flavor
5
Mouthfeel
3
Overall
8",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
14,"MrW(866)
🇧🇪Mechelen, Belgium
3.8August 8, 2018
Bottle found in the basement of mom (must have been there since 2014 I guess)…
Show more
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
4
Overall
16",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
15,"BillWyce(1,396)
🇺🇸Philadelphia, United States
3.6July 26, 2018
From a bomber bottle. Pours hazy light amber with a 2-finger white head. Aroma is mostly of piney hops, maybe some tropical fruit too. Body is full and on the oily side, but…
Show more
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
4
Overall
15",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
16,"DraftDodger(4,800)
🇩🇰Copenhagen, Denmark
3.9July 24, 2018
Vancouver 24/7 2018. 50 cl on tap in The Slogan Restaurant on E Hasting Street.…
Show more
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
3
Overall
16",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
17,"BeerTapper14(1)
2.2April 13, 2018
Totally overrated. Not dry-hopped and not unfiltered. If you're in Canada try Collective Arts 'Ransack the Universe IPA' or now sold in Canada= Omnipollos 'ZODIAK"". Both are…
Show more
Aroma
5
Appearance
2
Flavor
3
Mouthfeel
2
Overall
10",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
18,"dwyerpg(8,517)
🇺🇸Las Vegas, United States
2.7April 7, 2018
So I was shocked by this score, but I'm starting to think it may be the place I had it at. I haven't really been impressed with any of the beers here at Craft Beer Market in Calgary. I…
Show more
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
12",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
19,"Beerwithwings(3,008)
🇬🇧Alton, England
3.8March 29, 2018
Had on draft st the hotel bar that I was staying in. Pours golden and is not hazy. Kind of reminds me of a rye ipa. The head doesnt last. Has a very smooth body
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
20,"ryanhunter_4(702)
🇨🇦Strathmore, Canada
3.6February 9, 2018
650 ml bottle poured at home. Pours amber with a fluffy white head. Smells like flowers and honey. Tastes floral and sweet, but finishes bitter. Pretty good.…
Show more
Aroma
8
Appearance
4
Flavor
7
Mouthfeel
3
Overall
14",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
21,"swesson(488)
🇺🇸Highlands Ranch, United States
3.8January 21, 2018
From a bomber. Pours a cloudy honey color and makes a thick, fluffy white head. Aroma is full of hops and taste is simply fantastic with a good balance of malt and hops. Not…
Show more
Aroma
8
Appearance
4
Flavor
7
Mouthfeel
4
Overall
15",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
22,"GenDV138(9,212)
🇺🇸Falls Church, United States
1.7January 20, 2018
Bottle at the DC RateBeer tasting. Slight hazy golden orange with off-white head. Aromas of malt, corn, wheat, floral notes. Tastes of floral notes, malt. Medium-light body with…
Show more
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
3
Overall
3",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
23,"ciocanelu(4,480)
🇷🇴Timisoara, Romania
4.1January 8, 2018
Clear golden color with white head. Aroma has some butter biscuits and resiny hops and some overripe tropical fruits. Taste follows with buttery notes but not in a bad way at all.…
Show more
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
17",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
24,"dandeman(1,644)
🇨🇦Gatineau, Canada
3.6December 28, 2017
Bouteille de 650 ml. Pamplemousse, fruit de la passion et légères notes de sapin en olfactif. Profil malté de caramel et biscuit en sourdine. Puissance en demi-ton. De couleur dor…
Show more
Aroma
6
Appearance
4
Flavor
7
Mouthfeel
5
Overall
14",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
25,"Braudog(7,919)
🇺🇸Yorktown, United States
3.7November 23, 2017
Bottle. Light-to-medium orange-amber. Frothy top. Both woodsy and fruity, this is a good compromise westie, with a wet, marshy charcter overall. (#6836, 11/23/2017)
Aroma
7
Appearance
5
Flavor
7
Mouthfeel
4
Overall
14",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
26,"Capa(3,999)
🇬🇺Guam
3.8November 21, 2017
Pale golden orange with a rocky white head. Light palate. Hop forward with plenty of tropical and melon notes and a very light malt backbone. Lingering bitterness without…
Show more
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
4
Overall
17",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
27,"muellerbr(15)
4.6November 17, 2017
I have not had many Canadian IPA's, but this is legit. Hops are big without sacrificing balance and palate.…
Show more
Aroma
9
Appearance
5
Flavor
10
Mouthfeel
4
Overall
18",Driftwood Fat Tug IPA,Driftwood Fat Tug IPA
