,beer_info,search_name,beer_name
0,"Raistlin(1,356)
🇨🇦London, Canada
2.5September 6, 2020
Average at all areas, but at right price. Not bad for certain situations. Its quaffable.
CAN
Aroma
5
Appearance
2
Flavor
5
Mouthfeel
3
Overall
10",Cool Beer Blonde Lager,Cool Beer Blonde Lager
1,"BubbleChamp28(1)
3.6May 13, 2019
For its price tag of $1.25 plus deposit, I am rating this beer purely on its price to quality ratio which is great. At 120 calories,  it is great for those who are calorie conscience as…
Show more
BOTTLE
Aroma
4
Appearance
3
Flavor
8
Mouthfeel
3
Overall
18",Cool Beer Blonde Lager,Cool Beer Blonde Lager
2,"Tranquillity(3,551)
🇨🇦Toronto, Canada
1.6October 20, 2018
341ml bottle. $1.10. Clear body, uneven white head. As is tradition. Lots of bubbles. No aroma. Not bad, just non-existent. The taste is fresh.
Aroma
3
Appearance
1
Flavor
4
Mouthfeel
3
Overall
5",Cool Beer Blonde Lager,Cool Beer Blonde Lager
3,"Ontbeertaster(2,360)
🇨🇦Canada
2.5October 19, 2013
Tap, light pour, aroma is light and taste is crisp, a bit grassy but overall nice and refreshing
Aroma
5
Appearance
4
Flavor
5
Mouthfeel
3
Overall
8
1",Cool Beer Blonde Lager,Cool Beer Blonde Lager
4,"robinvboyer(6,183)
🇨🇦Sturgeon Falls, Canada
1.4August 18, 2013
Pale gold pour, almost no head. Aroma of wet paper, wet grass. Musty hops, cooked veggie finish. Nothing but macro swill.
Aroma
3
Appearance
2
Flavor
2
Mouthfeel
2
Overall
5",Cool Beer Blonde Lager,Cool Beer Blonde Lager
5,"pushkinwow(3,602)
🇨🇦Ottawa, Canada
1.7April 10, 2013
MIni keg brought to my house so figured what the heck I would try it. When really cold it was drinkable...not so much once it became just plain cold. Yellow with a copper hue,…
Show more
Aroma
3
Appearance
4
Flavor
2
Mouthfeel
2
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
6,"reebtogi(6,488)
🇨🇦Edmonton, Canada
2.2March 15, 2012
355ml bottle pours a pale straw color with a small white head which leves no lacing.  Aroma is light grains and faint hops.  Taste is light malt sweetness and moderate hop bitterness.…
Show more
Aroma
4
Appearance
2
Flavor
5
Mouthfeel
2
Overall
9",Cool Beer Blonde Lager,Cool Beer Blonde Lager
7,"solidfunk(14,504)
🇺🇸Washington D.C., United States
1.4October 13, 2011
tastes like piss.  same as all the other macro crap.  dont know what else to say...even on tap.
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
2
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
8,"czar(12,646)
🇨🇦Québec, Canada
1.3August 7, 2011
pours pale yellow with a small disappearing white head. malt lacking, corn, light herbal hops. don’t you get fooled by ""best north american lager in ontario""... it’s the usual macro brew.
Aroma
3
Appearance
1
Flavor
3
Mouthfeel
1
Overall
5",Cool Beer Blonde Lager,Cool Beer Blonde Lager
9,"Metalchopz(5,261)
🇨🇦Cantley, Canada
1.9May 30, 2011
Comes in a 4-pack for $5 at the LCBO. One of three beers being pushed there nowadays. Had a few at the jam, kind of warm and it was not that good. Now, from the cold fridge to…
Show more
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
8",Cool Beer Blonde Lager,Cool Beer Blonde Lager
10,"cfrancis(4,510)
🇨🇦Ottawa, Canada
1.6April 18, 2011
Pours a thin straw yellow with a quickly disappearing white head.  Aroma is grain and corn.  Taste is nothing.  I mean literally nothing.  Well some grain and shitty wet newspapers.
Aroma
4
Appearance
1
Flavor
4
Mouthfeel
1
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
11,"Spab(7,236)
🇨🇦Toronto, Canada
2.1November 11, 2010
341 ml bottle from Beer Store.  Pours a clear yellow gold with small white head.  Grainy malt aroma with a slight sweetness.  Taste is light grains with a bit of sweetness - no adjunct…
Show more
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
8",Cool Beer Blonde Lager,Cool Beer Blonde Lager
12,"thorongil2(5,569)
🇨🇦rootless cosmopolitan elite, Canada
2.7August 30, 2010
(bottle) clear golden with small white head; aroma - starts with metallic, then corn, bread;  taste - clean, balanced, refreshing, forgettable, faint bitter and mineral finish
Aroma
4
Appearance
3
Flavor
6
Mouthfeel
3
Overall
11",Cool Beer Blonde Lager,Cool Beer Blonde Lager
13,"Strangebrewer(1,804)
🇨🇦Chatham, Canada
2.9March 3, 2010
bottle. Poured clear pale straw coloured with a slim white head. Light grainy malt aroma. Medium bodied, bready malt flavour. A clean tasting beer and a great price, proof that be…
Show more
Aroma
5
Appearance
2
Flavor
7
Mouthfeel
3
Overall
12",Cool Beer Blonde Lager,Cool Beer Blonde Lager
14,"cyrenaica(1,195)
🇨🇦Milton, Canada
1.5January 7, 2010
341ml bottle…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
1
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
15,"VeloVampire(625)
🇨🇦Parkdale, Toronto, Canada
1.6November 15, 2009
On tap at Peppers - the only beer available during a staff party.  Came a pale pee yellow with a decent white head. Aroma very sweet, corn-like, not good.  Flavour similar, with…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
16,"AWS9(1,054)
🇨🇦Mississauga, Canada
1.1September 3, 2009
On tap.  Average frothy lager look. Smooth with mild hops, though a pretty sewagey finish. Makes you feel like you need to brush your teeth after. At $3.50 a pint, I couldn’t say no th…
Show more
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
1
Overall
4",Cool Beer Blonde Lager,Cool Beer Blonde Lager
17,"BostonFox(26)
🇨🇦Toronto, Canada
1.3March 8, 2009
wow - not a big fan of this here beer. Probably the ""corniest"" beer I’ve  ever had. Tastes like corn flakes. Slight head dissapears almost at once. Sorry to be rude but why whould…
Show more
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
2
Overall
5",Cool Beer Blonde Lager,Cool Beer Blonde Lager
18,"ILduce(285)
🇨🇦Toronto, Canada
2.4December 30, 2008
on tap: mainstream yellow lager with active carbonation and nice lace effect.  Grassy, floral nose.  Sweet grainy flavour.  Dry. Boring.
Aroma
4
Appearance
3
Flavor
5
Mouthfeel
3
Overall
9",Cool Beer Blonde Lager,Cool Beer Blonde Lager
19,"lowg(148)
🇨🇦Scarborough, Canada
1.8July 4, 2008
Six pack from LCBO.  Pours generic piss yellow with nice frothy head.  Aroma of stale cereal and cardboard, yuck.  Tastes alright at first but as it as I went on I got that familiar…
Show more
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
2
Overall
7",Cool Beer Blonde Lager,Cool Beer Blonde Lager
20,"blankboy(9,040)
🇨🇦Toronto, Canada
1.7June 13, 2008
Bottle -- courtesy of GregClow. Fifth beer of the ""Not-Very-Good-Beers-Tasting"" - Day 2. Pours a clear pale yellow, quite bubbly, with an average size somewhat-lasting white head.…
Show more
Aroma
4
Appearance
2
Flavor
3
Mouthfeel
2
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
21,"mabel(11,183)
🇨🇦Toronto, Canada
2.1August 13, 2008
[850-20071123] 341mL. Smells like a grainy haystack in a cornfield somewhere... covered in old people’s trousers. Clear, pale orange body with a quick foamy white head and…
Show more
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
3
Overall
9",Cool Beer Blonde Lager,Cool Beer Blonde Lager
22,"piscator34(3,249)
🇨🇦Winnipeg, Canada
2.2August 20, 2007
Bottled extra via gregclow. Yellow in colour with strong carbonation. Slightly floral aroma, but not a whole lot else. A bit more heavy bodied and flavorful than your typical…
Show more
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
10",Cool Beer Blonde Lager,Cool Beer Blonde Lager
23,"GregClow(3,402)
🇨🇦Toronto, Canada
2.0August 6, 2007
Bottle. Pale yellow with a small white head. Sweet aroma and flavour with a faint hint of hops. Crisp body. I don’t get any off notes or adjunct character from the beer, it’s just an…
Show more
Aroma
4
Appearance
2
Flavor
4
Mouthfeel
2
Overall
8",Cool Beer Blonde Lager,Cool Beer Blonde Lager
24,"barncatmatt(2,287)
🇨🇦Cambridge, Canada
2.3June 25, 2007
an ok pale lager....i bought a case and was tired of it buy my 10th beer....was worth it to have it but i dont think ill buy it again
Aroma
4
Appearance
2
Flavor
5
Mouthfeel
2
Overall
10",Cool Beer Blonde Lager,Cool Beer Blonde Lager
25,"tmlalltheway(26)
🇨🇦Canada
1.1May 19, 2007
Nothing is cool about this beer. Tastes and smells bad. I only drank it because I was already drunk and it was free.
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
1
Overall
4",Cool Beer Blonde Lager,Cool Beer Blonde Lager
26,"JohnBarleycorn(537)
🇨🇦Toronto, Canada
2.0April 21, 2007
Everyday light-gold appearance and, aside from a marginally larger hop presence, no different than your standard Canadian lager in aroma and flavour. Definitely of Labatt…
Show more
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
3
Overall
8",Cool Beer Blonde Lager,Cool Beer Blonde Lager
27,"Diablo9845(62)
🇨🇦Barrie, Canada
2.0February 18, 2007
Typical pale beer, golen in colour.  Large amount of carbonation with a nice sized head.  Typical mild taste, with a practically non-existant aroma.  Refreshing beer, easy to…
Show more
Aroma
2
Appearance
2
Flavor
5
Mouthfeel
2
Overall
9",Cool Beer Blonde Lager,Cool Beer Blonde Lager
28,"Lubiere(18,607)
🇨🇦Ottawa, Canada
1.8February 16, 2007
A pale lager with a thick white head. A light malt aroma with notes of solvents and diacetyl. In mouth, a rather non-descript lager, with light grainy cereals and adjunct. Boring.…
Show more
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
2
Overall
7",Cool Beer Blonde Lager,Cool Beer Blonde Lager
29,"LordBeamish(144)
🇨🇦Boozetown, Canada
1.7February 24, 2007
bottle: So, I thought I’d order something different out with the boys after work. What a mistake....while they were enjoying their selections, I was choking this piss down. Pale, cloudy,…
Show more
Aroma
3
Appearance
2
Flavor
4
Mouthfeel
1
Overall
7",Cool Beer Blonde Lager,Cool Beer Blonde Lager
30,"probstblueribbon(3,789)
🇨🇦Nepean, Canada
2.4October 12, 2006
Pale golden colour.  Weak white head.  Slight grain on the nose.  Ever-so-sweet.  Alcohol and cereal after taste.  Medium carbonation.  I’d drink it if you handed it to me, but…
Show more
Aroma
4
Appearance
3
Flavor
6
Mouthfeel
3
Overall
8",Cool Beer Blonde Lager,Cool Beer Blonde Lager
31,"BeerConnoiseur(10)
🇨🇦Mississauga, Canada
3.6September 14, 2006
I had a draught beer at a pub in Toronto recently.  Nice aroma, good smooth taste - goes down well on a hot day.  I read that this beer won a medal at the 2005 Canadian Brewing Award…
Show more
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
4
Overall
16",Cool Beer Blonde Lager,Cool Beer Blonde Lager
32,"BeefNBeer(6)
🇨🇦Calgary, Canada
3.6June 15, 2006
I disagree with the other ratings here.  This beer is in my fridge, and everyone that I know buys it, drinks it, and likes it.  It is smooth with no after taste.  A nice beer that deserves a…
Show more
Aroma
7
Appearance
3
Flavor
6
Mouthfeel
3
Overall
17",Cool Beer Blonde Lager,Cool Beer Blonde Lager
33,"presario(4,914)
🇨🇦Stampede City, Canada
1.3May 31, 2006
Label reminds me of Labatt Blue. Maybe its the colour and the maple leaf. This is one pale yellow beer. It almost looks like its sick. Fluffy head. Cheap corn aroma. Watery drink.…
Show more
Aroma
3
Appearance
2
Flavor
2
Mouthfeel
1
Overall
5",Cool Beer Blonde Lager,Cool Beer Blonde Lager
34,"DuffMan(10,981)
🇨🇦the land of bitumen, beef & beer, Canada
1.5February 26, 2006
Pale yellow, faint banana ester aroma, watery and fruity, like bad home brew. Not cool.
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
1
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
35,"yarry(528)
🇨🇦Waterdown, Canada
1.0February 4, 2006
Pitcher, Peoples Bar, Toronto.
Pours a clear amber color, with a beautiful white head.…
Show more
Aroma
1
Appearance
2
Flavor
2
Mouthfeel
1
Overall
4",Cool Beer Blonde Lager,Cool Beer Blonde Lager
36,"mds(2,256)
🇨🇦Toronto, Canada
1.3November 12, 2005
bottle. pours a perfectly clear golden body with a medium white head that disappears within seconds to virtually nothing. aroma is mostly plastic but also metal and…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
1
Overall
4",Cool Beer Blonde Lager,Cool Beer Blonde Lager
37,"muzzlehatch(4,975)
🇺🇸Beloit, United States
1.1June 30, 2005
Sample from 341 ml bottle at the Mondial.  Totally clear and still light blonde with a hint of dying foam...awful salty-sewery nose, rotting cabbages and heavy metals...flavor not so…
Show more
Aroma
1
Appearance
2
Flavor
3
Mouthfeel
2
Overall
3",Cool Beer Blonde Lager,Cool Beer Blonde Lager
38,"tiggmtl(4,542)
🇨🇦East York, Canada
1.6June 18, 2005
Sweet lemon, vegetal aroma.  Clear blonde with light ring of white head.  Very plain, slightly sweet, mildly grainy flavour.  Light body with low carbonation.  Forgettably bland without…
Show more
Aroma
3
Appearance
2
Flavor
3
Mouthfeel
2
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
39,"ClarkVV(8,564)
🇺🇸Boston, United States
1.1June 13, 2005
At the Mondial, 6/4/05.  Rancid crap, lots of paperiness in the body, wet cardboard.  Just supremely awful.  Pale golden, fizzy white head.  Clear. Smells of veggies, meat, spoiled…
Show more
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
1
Overall
4",Cool Beer Blonde Lager,Cool Beer Blonde Lager
40,"Roli(406)
🇨🇦laval, Canada
1.6June 5, 2005
Now i understant why they had not lineup at their stand at the mondial de la bière. I’d say its a crappier than average macro beer. Watery.
Aroma
2
Appearance
2
Flavor
2
Mouthfeel
2
Overall
8",Cool Beer Blonde Lager,Cool Beer Blonde Lager
41,"Chugalug(34)
🇨🇦Calgary, Canada
0.5April 20, 2005
Let’s not pretend--this is clearly a rip-off of Labatt Blue.  From the label, to the piddling head, to the overly-generic taste, this beer is nothing more than a clone.
Aroma
1
Appearance
1
Flavor
1
Mouthfeel
1
Overall
1",Cool Beer Blonde Lager,Cool Beer Blonde Lager
42,"beerforgood(22)
🇨🇦Thornhill, Canada
1.7December 27, 2004
Hmmm..not a well-planned beer. Pours with a mediocre head, distant aroma, mouthfeel is quite light with little or no finish. Carbonation was average. The use of adjunct was probable.
Aroma
2
Appearance
2
Flavor
3
Mouthfeel
2
Overall
8",Cool Beer Blonde Lager,Cool Beer Blonde Lager
43,"pootzboy(1,992)
🇨🇦Canada
1.8May 30, 2006
Bought a six of these when I picked up a 24 of their great hemp red lager (Buzz)...world of difference here!!! This pilsner was a light pale straw..smallish head...almost no nose and…
Show more
Aroma
2
Appearance
2
Flavor
3
Mouthfeel
2
Overall
9",Cool Beer Blonde Lager,Cool Beer Blonde Lager
44,"MrManning(2,009)
🇨🇦Hamilton, Canada
1.7May 6, 2004
What’s going on here? I had a glass of this at a local bar just to try it and I was not impressed. Not that I was planning of being blown away, but it was major skunk, and the badtende…
Show more
Aroma
3
Appearance
3
Flavor
3
Mouthfeel
2
Overall
6",Cool Beer Blonde Lager,Cool Beer Blonde Lager
