,beer_info,search_name,beer_name
0,"teorn88(7,707)
🇮🇹Rimini, Italy
4.5October 24, 2020
Keg at Arrogant Sour Fest (2018 edition, if I recall correctly). Pours clean golden with medium white head. Sweet white wine, canned peaches, strawberries, light lemon, medium…
Show more
BOTTLE
Aroma
9
Appearance
4
Flavor
9
Mouthfeel
4
Overall
19",Cantillon Vin Jaune,Cantillon Vin Jaune
1,"sebletitje(11,868)
🇧🇪Bruxelles, Belgium
3.9September 25, 2019
Draft @ BxlBeerFest 2019, day 2.
Dorée, col blanc léger.
Arôme assez marqué de vin jaune sous de belles effluves d…
Show more
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
3
Overall
16",Cantillon Vin Jaune,Cantillon Vin Jaune
2,"martjoobolut(9,713)
🇪🇪Tallinn, Estonia
4.1September 3, 2019
Pours golden. Aroma and flavor are sour, fruity, boozy, vinegar, bitterness. Overall: great.
TAP
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
17",Cantillon Vin Jaune,Cantillon Vin Jaune
3,"ShivanDragon(6,884)
🇳🇱Leeuwarden, Netherlands
4.1August 26, 2019
Edwin Z. is drinking a Lambic Vin Jaune / La Vie es Belge by Brasserie Cantillon at BXLBeerFest…
Show more
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
17",Cantillon Vin Jaune,Cantillon Vin Jaune
4,"kermis(18,397)
🇳🇱Amsterdam-ish, Netherlands
4.9December 13, 2018
10 4 10 5 20
Bottle. Clear dark golden with a white head. Aroma shows of the Vin Juane beautifully with wonderful oxidized cherry…
Show more
Aroma
10
Appearance
4
Flavor
10
Mouthfeel
5
Overall
20",Cantillon Vin Jaune,Cantillon Vin Jaune
5,"daniele(12,999)
🇮🇹Italy
3.7October 20, 2018
on tap oro legera velatura poco gasata acidita delicata leggera scorza limone legno secca piacevole vinoso
Aroma
8
Appearance
3
Flavor
7
Mouthfeel
3
Overall
16",Cantillon Vin Jaune,Cantillon Vin Jaune
6,"Cunningham(11,470)
🇳🇴Halden, Norway
3.7October 14, 2018
Hazy golden color with a fine head on top. Looks nice. Pleasant intensity in the aroma. Average to mellow carbonation level. Balanced fine acidity and a quite lasting…
Show more
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
3
Overall
16",Cantillon Vin Jaune,Cantillon Vin Jaune
7,"Mortlach(4,200)
🇮🇹Rome, Italy
4.3October 11, 2018
On tap @Ma che siete venuti a fà (Rome). Dorata torbida, schiuma leggera e inconsistente. Al naso note vinose, di frutta bianca acida, fiori bianchi, balsamico, legno, leggero…
Show more
Aroma
9
Appearance
3
Flavor
9
Mouthfeel
4
Overall
18",Cantillon Vin Jaune,Cantillon Vin Jaune
8,"rouhlas(5,504)
🇬🇷Thessaloniki, Greece
4.7December 13, 2018
750 ml bottle at Moeder Lambic Original, during Zwanze 2018 weekend. Hazy orange color with white head. Malty and yeasty aroma, nutty, toasted bread, vinous, tart fruity, citrus…
Show more
Aroma
9
Appearance
5
Flavor
10
Mouthfeel
4
Overall
19",Cantillon Vin Jaune,Cantillon Vin Jaune
9,"kryon(4,719)
🇸🇪Hässelby, Sweden
4.3September 29, 2018
Pours cloudy golden with low white head. Aromas tart and funky of over ripe apples, earth, autumn leaves, garden branch. Taste has funky and light tart notes of autumn…
Show more
Aroma
9
Appearance
4
Flavor
9
Mouthfeel
4
Overall
17",Cantillon Vin Jaune,Cantillon Vin Jaune
