,beer_info,search_name,beer_name
0,"beer-yum(3,469)
🇳🇿Wellington, New Zealand
3.7December 11, 2014
A very interesting brew that was comparable to the Panhead Black Sabbath sampled earlier. As with that beer - a Belgian Quad would be more to my taste at this level.
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
13",Twisted Tea,The Twisted Hop Tears... in Rain: Glitter in the Dark
1,"Jimthechap(2,057)
🇳🇿Christchurch, New Zealand
4.0November 26, 2014
A mixed up brute of a beer described as an Amero-Belgian-Wheat-Scotch-Bock-IPA. It sounds like an incoherent mish mash; a Frankenstein beer that is an affront to the will of…
Show more
Aroma
8
Appearance
5
Flavor
8
Mouthfeel
4
Overall
15",Twisted Tea,The Twisted Hop Tears... in Rain: Glitter in the Dark
