,beer_info,search_name,beer_name
0,"Sammy(16,732)
🇨🇦Toronto, Canada
3.0January 20, 2021
Very sweet helles, misses the style in that way. some bitterness late in finish. Passable.
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Caledon Hills Helles,Caledon Hills Helles
