,Aroma,Appearance,Flavor,Mouthfeel,Overall,beer_name,Cluster
44,0.3477652646496824,0.4081110705151625,0.36823685596015804,0.3353907934855357,0.3830811261539693,Moosehead Pale Ale,1
45,0.01034807058245335,0.0749533208855695,0.014475046109580836,0.018911631105561266,0.0,Sleeman Clear 2.0,1
46,0.3092652118692226,0.405253004896869,0.3328732372840461,0.3228225960715616,0.3477060288624162,Zubr,1
47,0.301135606689685,0.3582033952424032,0.32039018370635025,0.3107815845437837,0.3265863872072158,Baltika 7 Eksportnoe (Export),1
48,0.8992889589020404,0.8459627329192546,0.9495769908897513,0.9734513274336282,0.9484689633953969,Midnight Sun M,2
49,1.0,0.9862977602108042,1.0,0.9999999999999999,1.0,Toppling Goliath Kentucky Brunch,2
50,0.9456491696445214,0.940935192780968,0.9673584895106973,0.9183503088996491,0.9535629281498141,Superstition Berry White,2
51,0.9660327062963524,0.9606345475910697,0.9882806603437255,0.9860579606154828,0.9831048841536263,NÃÂ¤rke Kaggen Stormaktsporter,2
52,0.291456279149253,0.3845770524479881,0.3005244280244888,0.29798581704152594,0.30369335625780236,Bavaria 8.6 (Original),1
53,0.8424776023852426,0.9999999999999999,0.8464998660714562,0.8112094395280235,0.6995262442931601,The Twisted Hop Tears... in Rain: Glitter in the Dark,2
54,0.31613709347961627,0.26342710997442453,0.25748772425262584,0.19087280930071138,0.23752815747542144,Bud Light Apple,1
55,0.1521016622217995,0.1319962914165813,0.15865796532791754,0.1513165082486616,0.1324684073536187,Bud Light Lime,1
56,0.10651230205399892,0.23583662714097509,0.09238583601552947,0.11307767944936076,0.0875287786384934,Boxer Ice,1
57,0.04356790136777411,0.0,0.07342142993424133,0.0,0.07278665218717656,Molson Carling Light,1
58,0.2758564546388972,0.3695271453590192,0.30906496959578095,0.30914040987968106,0.3169106001980373,Estrella Damm (5.4%),1
59,0.9636194655460614,0.7953964194373403,0.9547741568469763,0.8493840013881656,0.9614626595871458,Cantillon Vin Jaune,2
60,0.2390545670259343,0.32273937242881345,0.2952799380520715,0.29809563943571527,0.3032370690414349,Dos Equis XX Special Lager,1
61,0.5620164752770005,0.6599789863411217,0.5626692166046723,0.5180911840483925,0.5891342963744387,Dragon Stout,0
62,0.6078077791221317,0.6034141823734075,0.6176091373853823,0.5601408185203868,0.6295630193376878,Innis & Gunn The Original,0
63,0.28195055632068944,0.3623188405797101,0.3130006816351402,0.3185674049630851,0.325743893859772,Kirin Ichiban,1
64,0.3890792763377221,0.30434782608695654,0.3594321334135773,0.3120036305877014,0.3489026962618407,Mad Jack Apple Lager,1
65,0.13598519773577156,0.26710734568475936,0.19537027674817747,0.2042788652858578,0.20339767782828655,Mickeys Fine Malt Liquor,1
66,0.06561207369068378,0.12014153219321289,0.09443812395875728,0.09262391381047463,0.0906258681559094,Old Milwaukee,1
67,0.8602311512967419,0.8840579710144928,0.8771775817911871,0.7841691248770893,0.8806817441093417,Bellwoods Jelly King (Raspberry and Blackberry),2
68,0.754725608138603,0.7757949383517196,0.7890821712766167,0.7589449507624116,0.820848969495042,Unibroue La Fin du Monde,2
69,0.28403756545204184,0.3699095541986135,0.33165847178366653,0.3323645855721997,0.34475593413095285,Sapporo Premium Beer / Draft Beer,1
70,0.5584208198012538,0.39130434782608703,0.6256203128893949,0.5678466076696164,0.5592768250806324,Wissey Valley Golden Rivet,0
71,0.5584208198012538,0.4782608695652174,0.5519937951620411,0.48672566371681414,0.5592768250806324,Caledon Hills Helles,0
72,0.46397554437358246,0.4994482454204371,0.48995317616335715,0.42907626192294435,0.5258163037456639,Wellington Special Pale Ale SPA,0
73,0.4987837675414739,0.5412702025950377,0.46379616554937836,0.4316823425844414,0.48305750720492335,Kronenbourg 1664 Blanc,0
74,0.4960533403977275,0.6731795471457426,0.5569622349891192,0.5294083706572618,0.5902757187158707,Smithwick's Ale / Draught,0
75,0.7378251035385098,0.7162471395881006,0.7224973098990708,0.5891942244993013,0.68845392172375,Nickel Brook Glory & Gold,2
76,0.055845447432642026,0.15498554272435372,0.10500783686623338,0.11630314037133715,0.10946014436676826,Miller Lite,1
77,0.5584208198012538,0.4782608695652174,0.574648108308919,0.5616065350578626,0.5700652419431342,Shawn & Ed Lagershed Original,0
78,0.49666934532647355,0.5135475740390675,0.5498596931989295,0.4396990295412766,0.5602931252198534,Walkerville Classic Amber Lager,0
79,0.7243697822582157,0.6979405034324943,0.7317975016119997,0.6703151684521037,0.7663292571286009,Muskoka Mad Tom IPA,2
80,0.8223475941706292,0.7466621020198564,0.8499782842318033,0.7703295937565325,0.8497145987254733,Four Winds Nectarous,2
81,0.8911086388593722,0.8868184955141477,0.901260632090894,0.8509421467702124,0.9076741918546103,Dieu du Ciel! PÃ©chÃ© Mortel (Bourbon),2
82,0.829042484290054,0.7837837837837839,0.8246109013417027,0.7761301124132983,0.8435661883492696,Driftwood Sartori Harvest IPA,2
83,0.7904665253973208,0.8338926422541874,0.815306856520867,0.7774481218135624,0.8462850296133075,Unibroue Trois Pistoles,2
84,0.8151644502137051,0.819397993311037,0.8313969906402041,0.7883291732849252,0.8276386945353729,Bellwoods Bring Out Your Dead,2
85,0.7861747874229431,0.7611475592127211,0.7982942687870507,0.7340304340281706,0.813232295163675,Driftwood Fat Tug IPA,2
86,0.6941015734936059,0.671281677596956,0.7140543984278365,0.6725334124355234,0.7382450085357246,Hoegaarden Grand Cru,2
87,0.8188062038365768,0.6521739130434784,0.8710420386472408,0.9193706981317599,0.8397756635056879,Unibroue 17 Grande RÃ©serve (Rhum & Cognac),2
