,beer_info,search_name,beer_name
0,"Tranquillity(3,551)
🇨🇦Toronto, Canada
3.9December 28, 2020
Bottled. 2020. Half hazy brown body, beige head. The aroma has bourbon, cherry. The taste has oak and nuts with sour Cherry and a good tobacco finish.
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
15",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
1,"Franckg(3,399)
🇨🇦Trois-Rivieres, Canada
3.7November 22, 2020
Bouteille datée du 29/04/2020, bue après 7 mois. Robe acajou claire et surmontée d'un mince col de mousse beige et rocailleux. Arômes de petits fruits, caramel boisé, prunea…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
8
Mouthfeel
3
Overall
15",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
2,"Eructoblaster(6,435)
🇨🇦Gatineau, Canada
3.8October 1, 2020
Bottle - 500ml. Hazy, dark brown body with a thin, lasting, beige frothy head. Good malty/hoppy aroma with Bourbon, oaky, and yeasty hints. Its robust malty/hoppy taste carries…
Show more
BOTTLE
@ SAQ Sélection - Gatineau / Boul. du Plateau (#23301)
Aroma
7
Appearance
4
Flavor
8
Mouthfeel
4
Overall
15",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
3,"GRM(5,841)
🇨🇦Aylmer, Canada
3.9September 22, 2020
Brown bottle, 500 ml, vintage 2019, bought at LCBO - Richmond on December 20, 2020, enjoyed on September 22, 2020; eye: brown, opaque, no effervescence, sheet of beige…
Show more
@ LCBO #212 - Richmond & Kirkwood
Aroma
8
Appearance
3
Flavor
8
Mouthfeel
4
Overall
16",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
4,"Gerbeer(5,574)
🇨🇦Vancouver, Canada
3.3September 14, 2020
500 ml bottle. Pours a reddish brown with moderate head. Aromas of sour mash, muddled fruit, and doughy malts. Flavors of sourdough, greenish oak, and sour old fruit. OK,…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
3
Overall
12",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
5,"azzurro(1,744)
🇨🇦Ottawa, Canada
4.0August 20, 2020
Part of the LCBO 2019 Autumn Beer Program, shared with my nephew, a nice and strong BBA old ale, never enough.
BOTTLE
@ LCBO (Convent Glen - Orléans)
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
16",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
6,"stef73(1,219)
🇨🇦Trois-Rivieres, Canada
3.8August 14, 2020
Bière cuivre avec divers fruit confits et un herbacé et caramélisé bonne bière .
.
BOTTLE
Aroma
7
Appearance
4
Flavor
8
Mouthfeel
4
Overall
15",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
7,"mcberko(32,203)
🇨🇦Vancouver, Canada
2.1August 4, 2020
500mL bottled, pours a dirty dark brown with a small beige head. Nose is funky... yep, that’s infected. There’s lots of brett that seems to have found its way here. Ugh. Flavour is tart…
Show more
BOTTLE
Aroma
4
Appearance
3
Flavor
4
Mouthfeel
2
Overall
8",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
8,"cards04(3,161)
🇨🇦Steinbach, Canada
3.7July 13, 2020
Interesting beer. Aromas of funk and herbs and molasses. Tastes like it smells. Funky, a bit sour. Beautifully aged as there is zero alcohol presence for this big beer.
BOTTLE
@ Quality Inn Beer Store
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
9,"jercraigs(13,432)
🇨🇦Toronto, Canada
3.6July 2, 2020
2020-06-06. Lightly hazy dark brown body, modest foamy beige head. 4+ Aroma is an interesting melange, lightly fruity malt, hint of spice and alcohol. Flavour is similar, lightly…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
7
Mouthfeel
3
Overall
15",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
10,"janubio(1,562)
🇪🇸Spain
4.4July 2, 2020
Bottle at Las Buenas Pulgas, served in a trappist glass. Hazy amber color, two fingers head with long retention, crying lacing.…
Show more
BOTTLE
@ Las Buenas Pulgas
Aroma
9
Appearance
4
Flavor
9
Mouthfeel
4
Overall
18",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
11,"DerWeg(2,165)
🇨🇦Toronto, Canada
4.1June 8, 2020
Bottle on clearance at Summerhill LCBO. Great aroma! Regal pale fruit tartness and dried fruit. Flavor suggests a more challenging dryness presenting herbals and slightly tannic…
Show more
BOTTLE
Aroma
9
Appearance
4
Flavor
9
Mouthfeel
4
Overall
15",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
12,"dandeman(1,644)
🇨🇦Gatineau, Canada
2.9December 30, 2019
Les Bretts dominant largement cet olfactif fruité et malté laissant s’exprimer quelques cerises sauvages, des tons de vielle ferme, un aspect légèrement vinaigré ainsi qu’un léger…
Show more
BOTTLE
Aroma
8
Appearance
4
Flavor
5
Mouthfeel
2
Overall
10",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
13,"AleRider78(2,499)
🇨🇦Winchester, Canada
3.6December 15, 2019
500ml bottle with wax top from LCBO. Pours a huge frothy lightly tanned head and has an amber coppery appearance. Moderate carbonation. Some soapy lace remains. Aromas…
Show more
Aroma
7
Appearance
4
Flavor
8
Mouthfeel
4
Overall
13",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
14,"Spab(7,236)
🇨🇦Toronto, Canada
3.4November 8, 2019
500 ml bottle from the LCBO. Pours a cloudy rust colour with modest-sized eggshell-coloured head.  Aroma is dark fruit, spice, toffee and herbal character.  Flavour has dark cherry,…
Show more
BOTTLE
Aroma
7
Appearance
3
Flavor
7
Mouthfeel
3
Overall
14",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
15,"Metalchopz(5,261)
🇨🇦Cantley, Canada
3.5November 7, 2019
2019 edition in a box and with a waxed cap. Hazy deep amber colour with a creamy, warm beige head, good retention and thick foamy lacing. Aromas are a nice blend…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
6
Mouthfeel
4
Overall
14",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
16,"cattaneopapa(719)
🇨🇦Toronto, Canada
3.4October 27, 2019
Bottle from LCBO. Pours an opaque and hazy deep amber colour with a small head. Aromas of citrus, oak barrels, and some caramel. Taste matches the aroma with some woody…
Show more
Aroma
6
Appearance
3
Flavor
7
Mouthfeel
3
Overall
15",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
17,"robinvboyer(6,183)
🇨🇦Sturgeon Falls, Canada
3.0October 22, 2019
Boxed, wax dipped, 500ml bottle from the lcbo. Murky, dark brown pour, with a small beige head. Aroma is loaded with dark spices. Cinnamon, nutmeg, plums figs, burnt brown…
Show more
BOTTLE
Aroma
7
Appearance
4
Flavor
5
Mouthfeel
2
Overall
12",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
18,"Raistlin(1,356)
🇨🇦London, Canada
3.0October 13, 2019
Pours dark brown with averaeg off white head. Average carbonation with medium body. Medium sour finish, with hints of sparkling wine to it. Hides alcohol well.
Aroma
6
Appearance
3
Flavor
6
Mouthfeel
3
Overall
12",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
19,"chris__hartley(521)
🇨🇦Canada
3.6October 11, 2019
It pours hazy amber coloured; the head is caramel coloured and foamy. The aroma has notes of: vanilla, acetic wood, sour cherries, lemon juice, lactobacillus, licorice, and…
Show more
Aroma
9
Appearance
3
Flavor
8
Mouthfeel
3
Overall
13",Nickel Brook Glory & Gold,Nickel Brook Glory & Gold
