,beer_info,search_name,beer_name
0,"ZayZay(184)
🇨🇦Mont-Laurier, Canada
4.3December 19, 2020
PMB 2019 dégustée le 2020-12-18.
Bouteille 341ml. 
Robe noire, impénétrable.…
Show more
BOTTLE
@ Brasserie Dieu du Ciel! (St-Jérôme)
Aroma
9
Appearance
3
Flavor
9
Mouthfeel
4
Overall
18",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
1,"humpah(1,704)
🇫🇮Jyväskylä, Finland
4.3December 5, 2020
Bottle from Hoptimaal pouring black color with tan head. Best before was a few days ago. Nose is dark roasted coffee, roasted malts, vanilla, caramel, toffee, bourbon, alcohol.…
Show more
Aroma
9
Appearance
4
Flavor
9
Mouthfeel
4
Overall
17",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
2,"MarcoDL(7,894)
🇳🇱Netherlands
4.4November 10, 2020
Bottle. Black pour. Delicious aroma of roasted coffee, earthy vanilla, caramel, smooth bourbon, chocolate and soft roasted malt. Taste has rich fruity roasted coffee, soft roasted malt,…
Show more
Aroma
9
Appearance
4
Flavor
9
Mouthfeel
4
Overall
18",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
3,"olio(13,769)
🇫🇮Tampere, Finland
4.2November 3, 2020
355 ml bottle. BBE 02.12.2020.
Pours black color with a small beige head. Really pleasant bourbon and vanilla on the nose, toasted malts, lots of…
Show more
BOTTLE
Aroma
9
Appearance
4
Flavor
8
Mouthfeel
4
Overall
17",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
4,"kustie(3,077)
🇫🇮Tampere, Finland
4.3October 16, 2020
Opaque black color with tanned head. Aroma has caramel, sweet ripe fruits, coffee, vanilla and fudges. Taste is malty sweet with long sweet aftertaste. Flavors of ripe fruits,…
Show more
BOTTLE
Aroma
9
Appearance
4
Flavor
9
Mouthfeel
4
Overall
17",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
5,"stephmjx(5)
5.0August 21, 2020
C'est excellent. Une des meilleurs stout que j'ai bu. Petit côté sucré du vieillissement en fût.
Aroma
-
Appearance
-
Flavor
-
Mouthfeel
-
Overall
-",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
6,"pictoman(2,017)
🇨🇦Vancouver, Canada
4.1August 14, 2020
Poured from the tap (2019 vintage). Pitch black with small tan head. Lighter coffee notes with lots of wood and alcohol with mild bourbon undertones. Very woody, very good.
TAP
@ Darby’s Public House & Liquor Store
Aroma
8
Appearance
4
Flavor
8
Mouthfeel
4
Overall
17",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
7,"TET(4,646)
🇫🇮Kaarina, Finland
4.3August 11, 2020
A black beer, a head is medium and brown. Aroma has roastiness, lots of coffee, some chocolate, liquorice and sweetness of lactose, also some dry barrel. Taste has…
Show more
BOTTLE
Aroma
8
Appearance
4
Flavor
9
Mouthfeel
5
Overall
17",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
8,"ardeo(1,424)
🇧🇪Flémalle, Belgium
4.4September 8, 2020
C'est une noire à peu de mousse, on s'y attendait. Le nez est assez peu riche et varié avec du bourbon et du café principalement mais se révèle un peu plus au réchauffemen…
Show more
BOTTLE
@ Drink de Special-Beer
Aroma
8
Appearance
4
Flavor
9
Mouthfeel
5
Overall
18",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
9,"cmacklin(2,734)
🇨🇦Lethbridge, Canada
4.3June 23, 2020
341ml bottle. Pours an opaque black with a small, creamy, long lasting, light brown head that laces. Sweet aroma of roasted malt, coffee, dark chocolate, bourbon, vanilla and…
Show more
BOTTLE
@ Andrew Hilton Wine and Spirits
Aroma
8
Appearance
4
Flavor
9
Mouthfeel
4
Overall
18",Dieu du Ciel! Péché Mortel (Bourbon),Dieu du Ciel! Péché Mortel (Bourbon)
