ratings
7.607329843
12.10704297
10.28225806
15
8
8.927209705
15.63184932
9.726688103
8.724346076
12.28510638
12.01174743
7.052631579
8.043478261
13.38947368
12.660082
11.34812834
12.66836364
14.16460905
10.59521095
13.43754411
13.8452381
7.294117647
10.16793249
4.516271722
8.458172147
4.04735376
10.33673469
11.6
8.855297158
11.97423664
7.751585624
12.11519608
9.325879917
5.634028892
9.585492228
13.14285714
6.76703421
14.51451187
11.00183655
13.83815029
13.26168224
11.58526316
8.462333826
8.377325581
9.487394958
4.024539877
8.982935154
8.681762546
17.55
18.28484848
17.62264151
18.04391892
8.35530086
14
7.411764706
5.913580247
5.272727273
5.0625
8.543782837
17.73529412
8.348794063
12.42577675
13.00230282
8.669748331
9
6.925053533
5.316892725
16.58333333
15.7300995
8.940865892
12
12
11.52284264
10.91308901
12.44205379
13.84210526
5.585475316
12.15384615
12.01449275
14.95263158
16.14173228
16.96825397
16.05405405
16.09282557
15.82692308
15.62148338
14.55214153
16
